seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,594809,Adam Eaton,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,CF,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,FF,94,2230.95,212.211,-0.94,1.94,3.28,1.45,-1.31,50,5.53,3.09,-137.61,-7.08,-11.28,32.29,-14.27,,,,,,
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,594809,Adam Eaton,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,CF,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FF,95.6,2439.32,213.846,1.38,1.92,3.22,1.45,-1.03,50,5.57,8.98,-139.67,-7.67,-13.08,36.95,-12.67,,,,,,
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,594809,Adam Eaton,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,CF,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,FS,82.5,1137.55,267.131,0.24,2.21,3.22,1.45,-1.28,50,5.68,5.6,-120.8,-1.51,-9.46,27.98,-31.7,IP_OUT,,FB,-21.81,241.44,Adam Eaton flies out to left fielder Oswaldo Arcia.
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,466320,Melky Cabrera,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,LF,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,SI,95.6,2129.28,237.99,0.45,0.37,3.49,1.61,-1.11,50,5.46,7.43,-139.65,-10.07,-17.38,35.76,-21.31,,,,,,
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,466320,Melky Cabrera,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,LF,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,SI,94.9,2493.87,237.193,-0.73,2.23,3.39,1.61,-1.15,50,5.58,4.81,-138.98,-5.65,-20.08,33.01,-19.23,IP_OUT,,FB,-38.71,236.4,Melky Cabrera flies out to left fielder Oswaldo Arcia.
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,547989,Jose Abreu,R,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,DH,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FF,96,2585.73,212.565,0.9,1.64,3.75,1.71,-1.06,50,5.65,7.86,-140.3,-9.05,-13.46,33.86,-11.1,,,,,,
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,1,B,547989,Jose Abreu,R,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,DH,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,SL,86,1004.58,145.013,0.48,1.54,3.59,1.58,-1.37,50,5.52,3.62,-125.93,-4.96,5,21.78,-25.03,IP_OUT,,GB,-12.8,113.57,"Jose Abreu grounds out, shortstop Danny Santana to first baseman Joe Mauer."
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,2,B,425560,Adam LaRoche,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,1B,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,B,SI,95.3,2396.81,236.991,0.49,1.68,3.61,1.66,-0.9,50,5.56,7.32,-139.38,-7.13,-19.31,29.63,-19.63,,,,,,
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,2,B,425560,Adam LaRoche,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,1B,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,F,SI,95.5,2527.34,241.354,-0.52,2.41,3.61,1.66,-1.26,50,5.6,5.95,-139.91,-4.99,-21.39,36.98,-20.49,,,,,,
2015,gid_2015_04_11_minmlb_chamlb_1,4/11/2015 14:10,REG,MIN,CWS,4,5,2,B,425560,Adam LaRoche,L,460059,Mike Pelfrey,R,543302,Chris Herrmann,1,1B,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,IP,SI,94.8,2234.28,239.587,-0.39,2.13,3.61,1.66,-0.93,50,5.48,4.82,-138.84,-5.32,-18.44,29.14,-21.35,HR,1,FB,-12.42,399.32,Adam LaRoche homers (1) on a fly ball to left center field.
