seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,514888,Jose Altuve,R,446372,Corey Kluber,R,543228,Yan Gomes,1,2B,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,SI,92.9,1558.42,214.777,0.204,3.26,2.99,1.34,-1.629,50,5.501,6.495,-136.064,-2.325,-8.337,25.858,-20.169,,,,,,
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,514888,Jose Altuve,R,446372,Corey Kluber,R,543228,Yan Gomes,1,2B,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,SL,89.5,1093.86,130.209,0.62,1.761,3.09,1.34,-1.824,50,5.342,4.942,-131.117,-4.421,7.55,21.817,-25.792,,,,,,
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,514888,Jose Altuve,R,446372,Corey Kluber,R,543228,Yan Gomes,1,2B,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,SI,94.1,1814.16,215.396,0.277,0.745,2.95,1.34,-1.58,50,5.21,6.904,-137.619,-8.914,-9.968,25.1,-18.146,,,,,,
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,514888,Jose Altuve,R,446372,Corey Kluber,R,543228,Yan Gomes,1,2B,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,SI,94.1,1651.44,223.384,0.148,1.803,3.09,1.34,-1.664,50,5.277,6.924,-137.717,-5.698,-10.768,26.786,-20.781,,,,,,
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,514888,Jose Altuve,R,446372,Corey Kluber,R,543228,Yan Gomes,1,2B,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,SI,95.3,2055.86,204.774,-0.161,1.671,3.09,1.34,-1.588,50,5.317,5.431,-139.518,-7.437,-8.285,32.633,-14.223,IP_OUT,,GB,-8.83,104.93,"Jose Altuve grounds out, shortstop Jose Ramirez to first baseman Carlos Santana."
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,543807,George Springer,R,446372,Corey Kluber,R,543228,Yan Gomes,1,RF,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,FF,94.3,1671.46,205.77,-0.467,2.301,3.71,1.65,-1.592,50,5.405,4.343,-138.128,-5.233,-6.919,28.39,-17.843,IP_OUT,,FB,11.31,378.9,George Springer flies out to center fielder Michael Bourn.
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,472528,Luis Valbuena,L,446372,Corey Kluber,R,543228,Yan Gomes,1,3B,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,SI,93.8,1943.93,220.25,-0.375,1.275,3.11,1.51,-1.666,50,5.291,5.691,-137.183,-7.551,-11.877,29.128,-18.145,,,,,,
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,472528,Luis Valbuena,L,446372,Corey Kluber,R,543228,Yan Gomes,1,3B,0,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SS,SL,89.5,1262.09,116.516,1.232,2.433,3.34,1.58,-1.616,50,5.452,5.452,-131.161,-2.653,10.21,24.534,-27.08,,,,,,
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,1,B,472528,Luis Valbuena,L,446372,Corey Kluber,R,543228,Yan Gomes,1,3B,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,SI,93.8,1811.53,222.954,-0.204,2.671,3.34,1.58,-1.592,50,5.401,5.924,-137.448,-3.801,-11.695,30.046,-19.613,IP_OUT,,GB,24.47,120.14,"Luis Valbuena grounds out, second baseman Jason Kipnis to first baseman Carlos Santana."
2015,gid_2015_04_06_clemlb_houmlb_1,4/6/2015 19:10,REG,CLE,HOU,0,2,2,B,594828,Evan Gattis,R,446372,Corey Kluber,R,543228,Yan Gomes,1,DH,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SS,SL,88.7,1255.42,132.259,-0.005,2.166,3.56,1.61,-1.685,50,5.457,2.75,-130.001,-3.787,8.326,21.024,-24.609,,,,,,
