seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,514888,Jose Altuve,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,2B,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,B,FF,91.6,1797.45,186.164,0.02,5.132,3.03,1.35,-0.613,50,5.772,2.013,-134.366,1.263,-1.788,31.1,-15.623,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,514888,Jose Altuve,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,2B,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,B,FF,91.6,1833.97,196.951,-0.299,3.867,2.91,1.3,-0.597,50,5.745,1.723,-134.296,-1.981,-4.95,28.573,-15.935,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,514888,Jose Altuve,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,2B,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,SL,FF,92.4,1979.54,214.782,-0.181,2.246,2.92,1.23,-0.522,50,5.575,2.885,-135.394,-5.706,-10.539,30.239,-17.001,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,514888,Jose Altuve,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,2B,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,F,FF,92.1,2349.78,195.442,-0.32,2.743,3.03,1.35,-0.583,50,5.617,1.793,-134.962,-5.541,-5.821,31.542,-11.104,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,514888,Jose Altuve,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,2B,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,B,SL,84,1113.68,90.631,1.029,1.472,2.86,1.31,-0.623,50,5.62,2.073,-123.112,-3.493,9.45,24.144,-32.07,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,514888,Jose Altuve,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,2B,3,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,B,FF,93.6,2348.07,208.972,1.155,1.017,2.91,1.34,-0.523,50,5.308,6.511,-136.759,-9.182,-10.722,31.627,-12.81,BB,,,,,Jose Altuve walks.
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,543807,George Springer,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,RF,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,SL,FC,83.3,1101.5,108.734,0.43,3.143,3.51,1.64,-0.767,50,5.706,1.071,-122.166,-0.145,8.784,23.378,-29.195,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,543807,George Springer,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,RF,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,SL,FC,84.2,1632.46,108.648,0.507,1.635,3.51,1.65,-0.822,50,5.544,0.539,-123.49,-3.844,13.166,24.545,-27.731,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,543807,George Springer,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,RF,0,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,B,FF,93,2050.33,197.875,0.053,4.502,3.32,1.56,-0.645,50,5.662,2.978,-136.436,-0.546,-5.919,31.727,-13.823,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,543807,George Springer,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,RF,1,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,BID,FC,85.9,1334.37,112.98,1.777,0.447,3.35,1.53,-0.576,50,5.461,3.711,-125.737,-6.909,10.647,24.426,-27.659,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,543807,George Springer,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,RF,2,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,B,CU,77.1,1881.14,46.496,0.592,0.966,3.21,1.49,-0.588,50,5.896,0.217,-113.131,-1.397,10.64,24.006,-42.272,,,,,,
2015,gid_2015_04_09_clemlb_houmlb_1,4/9/2015 14:10,REG,CLE,HOU,5,1,1,B,543807,George Springer,R,545333,Trevor Bauer,R,547379,Roberto Perez,1,RF,3,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,SS,FC,85.5,1263.2,122.245,0.408,2.038,3.59,1.65,-0.738,50,5.621,0.994,-125.39,-3.613,9.234,22.675,-26.349,K,,,,,George Springer strikes out swinging.
