seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,572191,Michael Taylor,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,CF,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,FF,96.4,2816.21,211.275,-0.711,2.31,3.05,1.25,-1.368,50,6.081,4.386,-141.08,-8.841,-14.218,37.371,-8.768,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,572191,Michael Taylor,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,CF,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,FF,95.9,2759.06,221.368,-0.424,2.628,3.33,1.43,-1.172,50,6.165,5.262,-140.37,-7.57,-17.643,34.202,-12.14,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,572191,Michael Taylor,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,CF,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FF,95.3,2936.29,211.071,-0.594,1.336,3.19,1.39,-1.202,50,6.065,4.317,-139.27,-11.554,-14.548,30.729,-8.031,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,572191,Michael Taylor,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,CF,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SS,CU,83.4,867.086,332.963,0.36,2.459,3.33,1.43,-0.953,50,6.514,3.852,-122.308,-1.727,-3.323,25.777,-38.685,K,,,,,Michael Taylor strikes out swinging.
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,FF,96.6,2691.98,218.724,-0.244,2.542,3.31,1.52,-1.161,50,6.13,5.502,-141.351,-7.879,-16.408,34.229,-11.712,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FF,97.2,2423.45,211.095,0.808,3.317,3.1,1.35,-0.838,50,6.335,6.793,-142.219,-6.311,-12.27,36.313,-11.831,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,CU,84.2,167.356,9.155,1.122,-0.119,3.03,1.26,-0.832,50,6.249,4.71,-123.106,-8.595,0.226,23.809,-33.576,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,CU,82.1,645.157,20.029,1.252,1.445,3.1,1.31,-0.983,50,6.348,4.902,-120.274,-3.743,1.832,25.107,-37.199,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,FF,96.8,2190.82,207.035,-0.203,1.502,3.14,1.34,-1.2,50,6.009,4.52,-141.546,-10.162,-9.716,36.313,-13.135,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,FF,96.9,2677.2,205.472,-1.031,2.418,3.31,1.52,-1.292,50,6.121,2.744,-141.757,-8.799,-11.251,34.62,-8.558,,,,,,
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,488862,Yunel Escobar,R,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,3B,3,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,B,FF,97.2,2564.76,218.359,0.679,3.415,3.14,1.38,-1.151,50,6.241,7.91,-142.236,-5.676,-15.605,35.576,-12.457,BB,,,,,Yunel Escobar walks.
2015,gid_2015_04_09_nynmlb_wasmlb_1,4/9/2015 13:05,REG,NYM,WSH,6,3,1,B,547180,Bryce Harper,L,518774,Matt Harvey,R,518595,Travis d'Arnaud,1,RF,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SS,CU,82.5,561.091,43.127,0.061,0.876,3.14,1.34,-1.1,50,6.353,2.109,-120.917,-5.665,3.197,22.47,-35.587,,,,,,
