seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,1,T,543281,Josh Harrison,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,3B,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,SI,89.5,1699.14,249.066,0.688,1.729,3.65,1.59,-1.477,50,5.525,8.355,-130.983,-4.585,-14.328,30.599,-26.693,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,1,T,543281,Josh Harrison,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,3B,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,CH,84.8,1586.94,249.88,-0.544,1.806,3.65,1.59,-1.614,50,5.623,5.224,-124.223,-3.693,-12.759,27.15,-27.5,IP_OUT,,LD,-17.35,270.49,Josh Harrison lines out to left fielder Marlon Byrd.
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,1,T,570256,Gregory Polanco,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,RF,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,SI,90.4,1472.29,253.69,-1.004,2.044,3.81,1.83,-1.557,50,5.604,3.916,-132.528,-3.826,-12.908,31.004,-28.397,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,1,T,570256,Gregory Polanco,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,RF,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FC,89.3,735.092,172.14,1.372,1.654,3.91,1.83,-1.485,50,5.624,7.198,-130.717,-5.281,0.906,27.61,-25.613,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,1,T,570256,Gregory Polanco,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,RF,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,SI,89.6,1380.34,251.778,-0.255,1.82,3.91,1.83,-1.576,50,5.537,5.71,-131.156,-4.171,-11.853,27.485,-28.272,IP_OUT,,GB,34.31,113.51,"Gregory Polanco grounds out, first baseman Joey Votto to pitcher Mike Leake."
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,1,T,457705,Andrew McCutchen,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,CF,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,SI,91.3,2054.3,250.525,-0.293,1.29,3.56,1.59,-1.573,50,5.461,6.759,-133.62,-6.051,-17.838,30.82,-25.866,IP_OUT,,GB,-32.51,87.65,"Andrew McCutchen grounds out, third baseman Todd Frazier to first baseman Joey Votto."
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,435522,Neil Walker,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,2B,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,B,SI,89.6,2018.55,234.727,-0.582,0.976,3.58,1.69,-1.588,50,5.485,5.48,-131.021,-7.456,-14.883,28.543,-21.647,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,435522,Neil Walker,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,2B,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,F,CH,84.3,1520.11,239.899,-0.93,1.687,3.6,1.69,-1.532,50,5.549,3.766,-123.543,-4.106,-11.199,26.435,-25.682,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,435522,Neil Walker,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,2B,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,B,FC,89.8,966.16,181.287,1.318,3.158,3.55,1.69,-1.393,50,5.901,7.099,-131.528,-2.65,-0.197,25.968,-23.417,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,435522,Neil Walker,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,2B,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,F,SI,90.6,1542.67,241,0.022,2.008,3.6,1.69,-1.516,50,5.576,6.385,-132.706,-4.521,-12.342,28.161,-25.333,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,435522,Neil Walker,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,2B,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,B,FC,91.8,1069.23,185.975,-1.055,1.24,3.58,1.69,-1.806,50,5.629,2.18,-134.352,-7.389,-1.031,30.964,-22.326,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,435522,Neil Walker,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,2B,3,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,B,FC,91.9,1017.81,181.652,-1.229,3.371,3.45,1.69,-1.751,50,5.822,1.437,-134.799,-2.243,-0.273,29.986,-22.721,BB,,,,,Neil Walker walks.
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,516782,Starling Marte,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,LF,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,F,SI,91.2,1834.33,244.419,-0.082,2.498,3.47,1.52,-1.497,50,5.695,6.616,-133.571,-3.647,-15.233,32.038,-24.882,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,516782,Starling Marte,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,LF,0,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,F,SI,91.5,1804.36,240.854,-1.076,1.965,3.47,1.52,-1.527,50,5.584,3.945,-134.086,-5.038,-14.565,29.064,-24.052,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,516782,Starling Marte,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,LF,0,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,IP,SL,82.2,1086.66,101.486,0.993,1.815,3.47,1.52,-1.507,50,5.815,4.134,-120.488,-3.224,8.844,20.262,-30.377,IP_OUT,,LD,-3.45,267.15,Starling Marte lines out to center fielder Billy Hamilton.
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,476883,Pedro Alvarez,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,1B,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,B,SI,91.4,1512.68,257.245,-1.724,1.953,3.52,1.66,-1.628,50,5.543,2.335,-133.932,-3.921,-13.62,31.941,-29.091,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,476883,Pedro Alvarez,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,1B,1,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,F,SI,90.1,1526.11,246.165,-0.847,2.17,3.55,1.66,-1.672,50,5.643,4.586,-131.998,-3.926,-12.701,29.29,-26.563,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,476883,Pedro Alvarez,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,1B,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,B,SI,90.7,1706.2,231.388,-1.52,1.907,3.48,1.66,-1.781,50,5.537,3.016,-132.921,-5.218,-12.215,30.152,-22.419,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,476883,Pedro Alvarez,L,502190,Mike Leake,R,519023,Devin Mesoraco,1,1B,2,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,IP,SI,90.6,1557.9,235.983,-0.72,2.328,3.55,1.66,-1.589,50,5.556,4.532,-132.787,-3.775,-11.819,31.881,-24.197,D,1,LD,-13.61,364.8,Pedro Alvarez doubles (1) on a line drive to center fielder Billy Hamilton. Neil Walker scores.
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,465041,Francisco Cervelli,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,C,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,B,KC,79,1711.51,57.81,1.076,1.396,3.26,1.58,-1.394,50,5.895,3.081,-115.777,-1.573,11.559,23.668,-39.45,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,465041,Francisco Cervelli,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,C,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,SL,SI,92.2,1592.78,237.441,-0.406,1.766,3.33,1.58,-1.387,50,5.61,4.956,-134.978,-5.668,-12.49,30.936,-24.199,,,,,,
2015,gid_2015_04_08_pitmlb_cinmlb_1,4/8/2015 19:10,REG,PIT,CIN,4,5,2,T,465041,Francisco Cervelli,R,502190,Mike Leake,R,519023,Devin Mesoraco,1,C,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,F,SI,91.1,1500.17,247.436,-0.935,2.605,3.42,1.58,-1.374,50,5.66,3.577,-133.481,-2.928,-12.746,29.9,-26.878,,,,,,
