seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,571976,Wil Myers,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,CF,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,FF,93.1,2112.81,176.674,-0.762,2.393,3.66,1.54,1.563,50,6.034,-6.43,-136.161,-7.419,1.151,33.557,-12.378,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,571976,Wil Myers,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,CF,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,FF,93.5,2506.79,172.826,0.364,2.336,3.79,1.67,1.537,50,6.101,-3.72,-136.821,-8.58,2.953,28.788,-8.718,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,571976,Wil Myers,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,CF,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,HBP,FF,94.2,2162,171.8,-2.07,1.936,3.66,1.54,1.335,50,6.033,-9.787,-137.581,-8.94,2.925,30.526,-11.881,HBP,,,,,Wil Myers hit by pitch.
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,519083,Derek Norris,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,C,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,B,FF,92.9,2142.51,168.788,0.24,3.796,3.38,1.48,1.264,50,6.215,-3.477,-136.117,-4.168,3.909,30.967,-12.456,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,519083,Derek Norris,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,C,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SL,FF,93,2168.93,180.974,-0.093,3.031,3.38,1.48,1.219,50,6.189,-3.462,-136.24,-6.289,-0.347,30.475,-11.809,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,519083,Derek Norris,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,C,1,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SL,CU,73.1,1695.95,353.281,-0.12,3.237,3.29,1.48,0.978,50,6.581,-1.964,-107.084,3.561,-1.465,20.347,-44.606,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,519083,Derek Norris,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,C,1,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,B,FF,94.3,2407.11,185.324,0.958,3.261,3.38,1.48,1.328,50,6.251,-0.615,-138.11,-6.416,-2.127,32.147,-9.358,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,519083,Derek Norris,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,C,2,2,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SS,CU,74,1965.36,352.933,0.321,2.256,3.38,1.48,0.982,50,6.523,-0.974,-108.577,1.987,-1.81,23.713,-46.771,K,,,,,Derek Norris strikes out swinging.
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,461314,Matt Kemp,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,RF,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,B,FF,93.3,2213.15,165.805,0.691,4.215,3.73,1.74,1.303,50,6.224,-2.596,-136.723,-3.176,5.115,33.081,-11.954,,,,,,
2015,gid_2015_04_06_sdnmlb_lanmlb_1,4/6/2015 16:10,REG,SD,LAD,3,6,1,T,461314,Matt Kemp,R,477132,Clayton Kershaw,L,454560,A.J. Ellis,1,RF,1,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SS,SL,84.4,1002.5,248.326,-0.171,3.442,3.61,1.57,1.27,50,6.302,-1.902,-123.708,-1.066,-7.944,23.741,-29.017,,,,,,
