seasonYear,gameString,gameDate,gameType,visitor,home,visitingTeamFinalRuns,homeTeamFinalRuns,inning,side,batterId,batter,batterHand,pitcherId,pitcher,pitcherHand,catcherId,catcher,timesFaced,batterPosition,balls,strikes,outs,manOnFirst,manOnSecond,manOnThird,endManOnFirst,endManOnSecond,endManOnThird,visitingTeamCurrentRuns,homeTeamCurrentRuns,pitchResult,pitchType,releaseVelocity,spinRate,spinDir,px,pz,szt,szb,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,paResult,runsHome,battedBallType,battedBallAngle,battedBallDistance,atbatDesc
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,572041,A.J. Pollock,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,CF,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,IP,FF,91,1866.92,135.041,-0.742,3.166,3.39,1.55,3.077,50,5.624,-12.392,-132.873,-2.712,12.082,22.716,-20.075,IP_OUT,,PU,169.81,64.69,A. J. Pollock pops out to catcher Buster Posey in foul territory.
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,542255,Ender Inciarte,L,518516,Madison Bumgarner,L,457763,Buster Posey,1,LF,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FT,91.6,1868.84,135.564,-1.341,1.992,2.91,1.34,3.046,50,5.522,-13.911,-133.478,-5.62,12.038,24.048,-19.897,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,542255,Ender Inciarte,L,518516,Madison Bumgarner,L,457763,Buster Posey,1,LF,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,SL,FF,91.1,1433.53,148.194,-0.26,2.773,2.87,1.13,3.088,50,5.541,-10.162,-133.163,-3.349,6.935,24.843,-20.992,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,542255,Ender Inciarte,L,518516,Madison Bumgarner,L,457763,Buster Posey,1,LF,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,B,FF,91.7,1649.95,149.685,0.452,3.875,2.95,1.3,3.226,50,5.769,-8.828,-134.166,-1.472,7.702,25.965,-19.002,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,542255,Ender Inciarte,L,518516,Madison Bumgarner,L,457763,Buster Posey,1,LF,2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,F,FF,91.8,1756.51,148.505,-0.301,1.823,3.28,1.5,3.205,50,5.449,-10.919,-134.014,-6.199,8.477,25.356,-18.339,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,542255,Ender Inciarte,L,518516,Madison Bumgarner,L,457763,Buster Posey,1,LF,2,2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,HBP,CU,73.8,1706.17,316.728,2.07,4.037,3.28,1.5,3.429,50,6.056,-0.86,-108.12,5.396,-8.716,18.91,-41.432,HBP,,,,,Ender Inciarte hit by pitch.
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,502671,Paul Goldschmidt,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,1B,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,B,SL,84.9,568.749,235.468,1.154,3.086,3.45,1.68,3.37,50,5.828,-4.648,-124.38,-0.793,-4.017,22.866,-29.41,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,502671,Paul Goldschmidt,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,1B,1,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,F,FF,90.4,1278.03,151.266,-0.236,3.33,3.47,1.64,3.086,50,5.667,-9.765,-132.204,-1.921,5.599,26.44,-21.962,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,502671,Paul Goldschmidt,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,1B,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SL,FF,89.4,1735.1,149.256,0.63,1.803,3.43,1.73,3.299,50,5.464,-8.468,-130.697,-5.891,7.991,23.852,-18.74,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,502671,Paul Goldschmidt,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,1B,1,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SS,SL,84.8,479.406,214.912,0.572,2.45,3.47,1.64,3.382,50,5.631,-6.477,-124.256,-2.048,-2.35,20.053,-28.807,K,,,,,Paul Goldschmidt strikes out swinging.
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,444432,Mark Trumbo,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,RF,0,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,SS,FF,90.3,1736.31,147.007,-0.596,3.179,3.52,1.61,3.119,50,5.613,-11.38,-131.88,-2.773,8.595,23.536,-18.936,,,,,,
2015,gid_2015_04_06_sfnmlb_arimlb_1,4/6/2015 22:10,REG,SF,ARI,5,4,1,B,444432,Mark Trumbo,R,518516,Madison Bumgarner,L,457763,Buster Posey,1,RF,0,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,B,FF,90.2,1855.43,145.076,-0.962,3.897,3.52,1.61,3.107,50,5.687,-12.474,-131.645,-1.161,9.639,24.668,-18.37,,,,,,
